sequence,screen_id,section_no,section,title,caption,part,spec_file,image_file,image_relative_path,width,height,aspect_ratio,sha256,group_key,state_relation,previous_screen_id,next_screen_id
1,SCR-001,1,메뉴구조도,메뉴구조도,,2,01_정보구조와_권한_대시보드_SCR001-009.md,001_메뉴구조도.png,images/001_메뉴구조도.png,1212,639,1.8967,dcb559cecfa9e88ee97de795995743b08e01e02a21a4f8af42fb8ae1300158b8,메뉴구조도,same_screen_continuation_or_state,,SCR-002
2,SCR-002,1,메뉴구조도,메뉴구조도,,1,01_정보구조와_권한_대시보드_SCR001-009.md,002_메뉴구조도.png,images/002_메뉴구조도.png,1213,619,1.9596,a53d81bcd12bbfb1852ac161291dff2a65b35fd9dc204c1fa0d2dae7f2e0b2bd,메뉴구조도,same_feature_variant_or_state,SCR-001,SCR-003
3,SCR-003,2,사용자 권한 구분,사용자 권한 구분,,2,01_정보구조와_권한_대시보드_SCR001-009.md,003_사용자 권한 구분.png,images/003_사용자 권한 구분.png,1079,661,1.6324,bf0a6f9ae8e269668fff84c7a5b80d713844843dc24730edf5f4fa8f15b6d90a,사용자 권한 구분,same_screen_continuation_or_state,SCR-002,SCR-004
4,SCR-004,2,사용자 권한 구분,사용자 권한 구분,,1,01_정보구조와_권한_대시보드_SCR001-009.md,004_사용자 권한 구분.png,images/004_사용자 권한 구분.png,1403,544,2.579,5a99120124d3e63edff9650d1bc96823ecfee16a173fd41e1611c2120c6e471d,사용자 권한 구분,same_feature_variant_or_state,SCR-003,SCR-005
5,SCR-005,3,로그인 및 메인(대시보드),로그인,로그인,1,01_정보구조와_권한_대시보드_SCR001-009.md,005_로그인.png,images/005_로그인.png,2001,1127,1.7755,5633fdbde7bf2e2826e9f3c611540927838f4e98b2a3c636c6a567725af66798,로그인,standalone_screen_cut,SCR-004,SCR-006
6,SCR-006,3,로그인 및 메인(대시보드),"메인(대시보드) - (경영책임자, 총괄) 로그인 시","메인(대시보드) - [경영책임자, 총괄] 로그인 시",1,01_정보구조와_권한_대시보드_SCR001-009.md,"006_메인(대시보드) - (경영책임자, 총괄) 로그인 시.png","images/006_메인(대시보드) - (경영책임자, 총괄) 로그인 시.png",2001,1127,1.7755,676092f5666d3560c72b5c429109ec1bba2925e9271c31eacc48d93f4a9e63ae,"메인(대시보드) - (경영책임자, 총괄) 로그인 시",standalone_screen_cut,SCR-005,SCR-007
7,SCR-007,3,로그인 및 메인(대시보드),메인(대시보드) - (중대재해 담당부서) 로그인 시,메인(대시보드) - [중대재해 담당부서] 로그인 시,1,01_정보구조와_권한_대시보드_SCR001-009.md,007_메인(대시보드) - (중대재해 담당부서) 로그인 시.png,images/007_메인(대시보드) - (중대재해 담당부서) 로그인 시.png,2001,1127,1.7755,e94a995eec3b1fece0ce801cbd354134174d56a5e58ca388b45c64d6c48aea33,메인(대시보드) - (중대재해 담당부서) 로그인 시,standalone_screen_cut,SCR-006,SCR-008
8,SCR-008,3,로그인 및 메인(대시보드),"메인(대시보드) - (사업소, 실/국) 로그인 시","메인(대시보드) - [사업소, 실/국] 로그인 시",1,01_정보구조와_권한_대시보드_SCR001-009.md,"008_메인(대시보드) - (사업소, 실·국) 로그인 시.png","images/008_메인(대시보드) - (사업소, 실·국) 로그인 시.png",2001,1127,1.7755,e561c9214756a08f75f068fd1f91a9e8ec77013a58d65a0233b3cc25ab297012,"메인(대시보드) - (사업소, 실/국) 로그인 시",standalone_screen_cut,SCR-007,SCR-009
9,SCR-009,3,로그인 및 메인(대시보드),"메인(대시보드) - (사업장, 부서) 로그인 시","메인(대시보드) - [사업장, 부서] 로그인 시",1,01_정보구조와_권한_대시보드_SCR001-009.md,"009_메인(대시보드) - (사업장, 부서) 로그인 시.png","images/009_메인(대시보드) - (사업장, 부서) 로그인 시.png",2001,1127,1.7755,f9b2b0d8e574bb8400b5712fb0abd41824dc7b33ac260c57e95da92a1254a62d,"메인(대시보드) - (사업장, 부서) 로그인 시",standalone_screen_cut,SCR-008,SCR-010
10,SCR-010,4,이행현황,"이행현황 – (총괄, 담당부서) 중대산업재해 : 대상 및 취합정보 항목 선택","이행현황 – [총괄, 담당부서] 중대산업재해 : 대상 및 취합정보 항목 선택",1,02_이행현황_SCR010-020.md,"010_이행현황 – (총괄, 담당부서) 중대산업재해 - 대상 및 취합정보 항목 선택.png","images/010_이행현황 – (총괄, 담당부서) 중대산업재해 - 대상 및 취합정보 항목 선택.png",2001,1127,1.7755,d1543ec8a89c1aadddd05f001293a7f9eb275f56df9ffeefd8c875d7d2fa201c,"이행현황 – (총괄, 담당부서) 중대산업재해 : 대상 및 취합정보 항목 선택",standalone_screen_cut,SCR-009,SCR-011
11,SCR-011,4,이행현황,"이행현황 – (총괄, 담당부서) 중대산업재해 : 선택항목에 대한 해당년도 이행 현황표","이행현황 – [총괄, 담당부서] 중대산업재해 : 선택항목에 대한 해당년도 이행 현황표",1,02_이행현황_SCR010-020.md,"011_이행현황 – (총괄, 담당부서) 중대산업재해 - 선택항목에 대한 해당년도 이행 현황표.png","images/011_이행현황 – (총괄, 담당부서) 중대산업재해 - 선택항목에 대한 해당년도 이행 현황표.png",2001,1127,1.7755,50eb3576505a612b6b73c03f13bd671caf42d3392fc67ce667015bd7f3d5d733,"이행현황 – (총괄, 담당부서) 중대산업재해 : 선택항목에 대한 해당년도 이행 현황표",standalone_screen_cut,SCR-010,SCR-012
12,SCR-012,4,이행현황,"이행현황 – (총괄, 담당부서) 중대산업재해 : 선택항목에 대한 대상별 이행 현황표","이행현황 – [총괄, 담당부서] 중대산업재해 : 선택항목에 대한 대상별 이행 현황표",1,02_이행현황_SCR010-020.md,"012_이행현황 – (총괄, 담당부서) 중대산업재해 - 선택항목에 대한 대상별 이행 현황표.png","images/012_이행현황 – (총괄, 담당부서) 중대산업재해 - 선택항목에 대한 대상별 이행 현황표.png",2001,1127,1.7755,4d3621a80d0656d4177aa89b98570e98289cb883272da89388393bfb4f25b5d8,"이행현황 – (총괄, 담당부서) 중대산업재해 : 선택항목에 대한 대상별 이행 현황표",standalone_screen_cut,SCR-011,SCR-013
13,SCR-013,4,이행현황,"이행현황 – (총괄, 담당부서) 중대산업재해 : 이행현황 확인에 따른 조치 지시","이행현황 – [총괄, 담당부서] 중대산업재해 : 이행현황 확인에 따른 조치 지시",1,02_이행현황_SCR010-020.md,"013_이행현황 – (총괄, 담당부서) 중대산업재해 - 이행현황 확인에 따른 조치 지시.png","images/013_이행현황 – (총괄, 담당부서) 중대산업재해 - 이행현황 확인에 따른 조치 지시.png",2001,1127,1.7755,7025bf09325b5c66145e9dae476e619b971307a6cba189fad3f42a53f077a1c5,"이행현황 – (총괄, 담당부서) 중대산업재해 : 이행현황 확인에 따른 조치 지시",standalone_screen_cut,SCR-012,SCR-014
14,SCR-014,4,이행현황,"이행현황 – (총괄, 담당부서) 중대시민재해 : 대상 및 취합정보 항목 선택","이행현황 – [총괄, 담당부서] 중대시민재해 : 대상 및 취합정보 항목 선택",1,02_이행현황_SCR010-020.md,"014_이행현황 – (총괄, 담당부서) 중대시민재해 - 대상 및 취합정보 항목 선택.png","images/014_이행현황 – (총괄, 담당부서) 중대시민재해 - 대상 및 취합정보 항목 선택.png",2001,1127,1.7755,4910d5030137c2754bc45b3911494fdbade9a3bf4dc88da3e294f8f7d4ce3583,"이행현황 – (총괄, 담당부서) 중대시민재해 : 대상 및 취합정보 항목 선택",standalone_screen_cut,SCR-013,SCR-015
15,SCR-015,4,이행현황,"이행현황 – (총괄, 담당부서) 중대시민재해 : 선택항목에 대한 해당년도 이행 현황표","이행현황 – [총괄, 담당부서] 중대시민재해 : 선택항목에 대한 해당년도 이행 현황표",1,02_이행현황_SCR010-020.md,"015_이행현황 – (총괄, 담당부서) 중대시민재해 - 선택항목에 대한 해당년도 이행 현황표.png","images/015_이행현황 – (총괄, 담당부서) 중대시민재해 - 선택항목에 대한 해당년도 이행 현황표.png",2001,1127,1.7755,769de20303067abcd33cf304aa7e68b3f6bf19b611c24082847277bf793613fd,"이행현황 – (총괄, 담당부서) 중대시민재해 : 선택항목에 대한 해당년도 이행 현황표",standalone_screen_cut,SCR-014,SCR-016
16,SCR-016,4,이행현황,"이행현황 – (총괄, 담당부서) 중대시민재해 : 선택항목에 대한 대상별 이행 현황표","이행현황 – [총괄, 담당부서] 중대시민재해 : 선택항목에 대한 대상별 이행 현황표",1,02_이행현황_SCR010-020.md,"016_이행현황 – (총괄, 담당부서) 중대시민재해 - 선택항목에 대한 대상별 이행 현황표.png","images/016_이행현황 – (총괄, 담당부서) 중대시민재해 - 선택항목에 대한 대상별 이행 현황표.png",2001,1127,1.7755,c44c6b94ff7479e4ff6ab4ef695f0688455abf1f980bf13af997c3880bb4b987,"이행현황 – (총괄, 담당부서) 중대시민재해 : 선택항목에 대한 대상별 이행 현황표",standalone_screen_cut,SCR-015,SCR-017
17,SCR-017,4,이행현황,"이행현황 – (총괄, 담당부서) 중대시민재해 : 이행현황 확인에 따른 조치 지시","이행현황 – [총괄, 담당부서] 중대시민재해 : 이행현황 확인에 따른 조치 지시",1,02_이행현황_SCR010-020.md,"017_이행현황 – (총괄, 담당부서) 중대시민재해 - 이행현황 확인에 따른 조치 지시.png","images/017_이행현황 – (총괄, 담당부서) 중대시민재해 - 이행현황 확인에 따른 조치 지시.png",2001,1127,1.7755,19b55d5bc400487a2db4d5f12f01b84938729c755978c12bd20730ffc9f226bf,"이행현황 – (총괄, 담당부서) 중대시민재해 : 이행현황 확인에 따른 조치 지시",standalone_screen_cut,SCR-016,SCR-018
18,SCR-018,4,이행현황,"이행현황 – (총괄, 담당부서) 도급·용역·위탁 : 대상 항목 선택","이행현황 – [총괄, 담당부서] 도급·용역·위탁 : 대상 항목 선택",1,02_이행현황_SCR010-020.md,"018_이행현황 – (총괄, 담당부서) 도급·용역·위탁 - 대상 항목 선택.png","images/018_이행현황 – (총괄, 담당부서) 도급·용역·위탁 - 대상 항목 선택.png",2001,1127,1.7755,96063495ff3bc43a3be62be7053eaa8779642861752b2fcc4f23e22ba63ac80f,"이행현황 – (총괄, 담당부서) 도급·용역·위탁 : 대상 항목 선택",standalone_screen_cut,SCR-017,SCR-019
19,SCR-019,4,이행현황,"이행현황 – (총괄, 담당부서) 도급·용역·위탁 : 선택항목에 대한 이행 현황표","이행현황 – [총괄, 담당부서] 도급·용역·위탁 : 선택항목에 대한 이행 현황표",1,02_이행현황_SCR010-020.md,"019_이행현황 – (총괄, 담당부서) 도급·용역·위탁 - 선택항목에 대한 이행 현황표.png","images/019_이행현황 – (총괄, 담당부서) 도급·용역·위탁 - 선택항목에 대한 이행 현황표.png",2001,1127,1.7755,815290144dbc594794c1e0fc2099735fbee8e7630204094202f49c5fe078ecc5,"이행현황 – (총괄, 담당부서) 도급·용역·위탁 : 선택항목에 대한 이행 현황표",standalone_screen_cut,SCR-018,SCR-020
20,SCR-020,4,이행현황,"이행현황 – (총괄, 담당부서) 도급·용역·위탁 : 선택항목에 대한 상세 정보","이행현황 – [총괄, 담당부서] 도급·용역·위탁 : 선택항목에 대한 상세 정보",1,02_이행현황_SCR010-020.md,"020_이행현황 – (총괄, 담당부서) 도급·용역·위탁 - 선택항목에 대한 상세 정보.png","images/020_이행현황 – (총괄, 담당부서) 도급·용역·위탁 - 선택항목에 대한 상세 정보.png",2001,1127,1.7755,1a2ffffe5ba91910e073ab715cfc52cdb01b383fa51f709369660ea2d4522ba4,"이행현황 – (총괄, 담당부서) 도급·용역·위탁 : 선택항목에 대한 상세 정보",standalone_screen_cut,SCR-019,SCR-021
21,SCR-021,5,관리대상 현황,관리대상 현황 – (중대재해 담당부서(관리자)) 중대산업재해 담당자 지정,관리대상 현황 – [중대재해 담당부서(관리자)] 중대산업재해 담당자 지정,1,03_관리대상현황과_법의무사항_SCR021-035.md,021_관리대상 현황 – (중대재해 담당부서(관리자)) 중대산업재해 담당자 지정.png,images/021_관리대상 현황 – (중대재해 담당부서(관리자)) 중대산업재해 담당자 지정.png,2001,1127,1.7755,ec5b6de421f45289f0303aeda980dc5b66d3defe3458e7be2f017e7c3401736e,관리대상 현황 – (중대재해 담당부서(관리자)) 중대산업재해 담당자 지정,standalone_screen_cut,SCR-020,SCR-022
22,SCR-022,5,관리대상 현황,관리대상 현황 – (중대재해 담당부서(관리자)) 중대산업재해 관리대상 지정,관리대상 현황 – [중대재해 담당부서(관리자)] 중대산업재해 관리대상 지정,1,03_관리대상현황과_법의무사항_SCR021-035.md,022_관리대상 현황 – (중대재해 담당부서(관리자)) 중대산업재해 관리대상 지정.png,images/022_관리대상 현황 – (중대재해 담당부서(관리자)) 중대산업재해 관리대상 지정.png,2001,1127,1.7755,cd3e3c26ed396626e94e6bb91ed23babc6e58b548d51615aab30043bd1df8082,관리대상 현황 – (중대재해 담당부서(관리자)) 중대산업재해 관리대상 지정,standalone_screen_cut,SCR-021,SCR-023
23,SCR-023,5,관리대상 현황,관리대상 현황 – (중대재해 담당부서(관리자)) 중대산업재해 사업장 기본정보 등록/관리,관리대상 현황 – [중대재해 담당부서(관리자)] 중대산업재해 사업장 기본정보 등록/관리,1,03_관리대상현황과_법의무사항_SCR021-035.md,023_관리대상 현황 – (중대재해 담당부서(관리자)) 중대산업재해 사업장 기본정보 등록·관리.png,images/023_관리대상 현황 – (중대재해 담당부서(관리자)) 중대산업재해 사업장 기본정보 등록·관리.png,2001,1127,1.7755,e74dc942877790a3960d4aa8146a06b6ccff1a2652aee546a73400fa439bd6e4,관리대상 현황 – (중대재해 담당부서(관리자)) 중대산업재해 사업장 기본정보 등록/관리,standalone_screen_cut,SCR-022,SCR-024
24,SCR-024,5,관리대상 현황,관리대상 현황 – (중대재해 담당부서(관리자)) 중대산업재해 관련법령 등록/관리,관리대상 현황 – [중대재해 담당부서(관리자)] 중대산업재해 관련법령 등록/관리,1,03_관리대상현황과_법의무사항_SCR021-035.md,024_관리대상 현황 – (중대재해 담당부서(관리자)) 중대산업재해 관련법령 등록·관리.png,images/024_관리대상 현황 – (중대재해 담당부서(관리자)) 중대산업재해 관련법령 등록·관리.png,2001,1127,1.7755,41b78c9c201b1951f0b06c968093db06bd432803c85c4ebb91d99cde95af5b77,관리대상 현황 – (중대재해 담당부서(관리자)) 중대산업재해 관련법령 등록/관리,standalone_screen_cut,SCR-023,SCR-025
25,SCR-025,5,관리대상 현황,관리대상 현황 – (중대재해 담당부서(관리자)) 중대시민재해 관련법령 등록/관리,관리대상 현황 – [중대재해 담당부서(관리자)] 중대시민재해 관련법령 등록/관리,1,03_관리대상현황과_법의무사항_SCR021-035.md,025_관리대상 현황 – (중대재해 담당부서(관리자)) 중대시민재해 관련법령 등록·관리.png,images/025_관리대상 현황 – (중대재해 담당부서(관리자)) 중대시민재해 관련법령 등록·관리.png,2001,1125,1.7787,86ff74161c8840a0a39dc5438fc5d01daed7135b7b2bc0229ce1b7c113b37068,관리대상 현황 – (중대재해 담당부서(관리자)) 중대시민재해 관련법령 등록/관리,standalone_screen_cut,SCR-024,SCR-026
26,SCR-026,5,관리대상 현황,관리대상 현황 – (중대재해 담당부서(관리자)) 경영책임자 점검/조치 활동기록 관리,관리대상 현황 – [중대재해 담당부서(관리자)] 경영책임자 점검/조치 활동기록 관리,1,03_관리대상현황과_법의무사항_SCR021-035.md,026_관리대상 현황 – (중대재해 담당부서(관리자)) 경영책임자 점검·조치 활동기록 관리.png,images/026_관리대상 현황 – (중대재해 담당부서(관리자)) 경영책임자 점검·조치 활동기록 관리.png,2001,1127,1.7755,39ed43730d8c6d932885eebb5f95dff2e0a79d65e19b079b2dff6d87e4866d22,관리대상 현황 – (중대재해 담당부서(관리자)) 경영책임자 점검/조치 활동기록 관리,standalone_screen_cut,SCR-025,SCR-027
27,SCR-027,5,관리대상 현황,"관리대상 현황 – (사업장, 부서) 관리대상 선택","관리대상 현황 – [사업장, 부서] 관리대상 선택",1,03_관리대상현황과_법의무사항_SCR021-035.md,"027_관리대상 현황 – (사업장, 부서) 관리대상 선택.png","images/027_관리대상 현황 – (사업장, 부서) 관리대상 선택.png",2001,1127,1.7755,63d10fa0c38f3ad99122189f19625a9dc2a57155c8700f90d054c9af5fccb6f4,"관리대상 현황 – (사업장, 부서) 관리대상 선택",standalone_screen_cut,SCR-026,SCR-028
28,SCR-028,5,관리대상 현황,"관리대상 현황 – (사업장, 부서) 관리대상에 대한 기본정보 등록/관리","관리대상 현황 – [사업장, 부서] 관리대상에 대한 기본정보 등록/관리",1,03_관리대상현황과_법의무사항_SCR021-035.md,"028_관리대상 현황 – (사업장, 부서) 관리대상에 대한 기본정보 등록·관리.png","images/028_관리대상 현황 – (사업장, 부서) 관리대상에 대한 기본정보 등록·관리.png",2001,1127,1.7755,931cb5b2c1957a634c66ab857d5fe5bc7b4f3dc15665e1959626b36913a9a408,"관리대상 현황 – (사업장, 부서) 관리대상에 대한 기본정보 등록/관리",standalone_screen_cut,SCR-027,SCR-029
29,SCR-029,5,관리대상 현황,"관리대상 현황 – (사업장, 부서) 관리대상에 대한 세부정보 등록/관리","관리대상 현황 – [사업장, 부서] 관리대상에 대한 세부정보 등록/관리",1,03_관리대상현황과_법의무사항_SCR021-035.md,"029_관리대상 현황 – (사업장, 부서) 관리대상에 대한 세부정보 등록·관리.png","images/029_관리대상 현황 – (사업장, 부서) 관리대상에 대한 세부정보 등록·관리.png",2001,1127,1.7755,bf6a1993947a09afbc7589091e1b1918e519044b94bb32382e7065e13269a543,"관리대상 현황 – (사업장, 부서) 관리대상에 대한 세부정보 등록/관리",standalone_screen_cut,SCR-028,SCR-030
30,SCR-030,5,관리대상 현황,"관리대상 현황 – (사업장, 부서) 도급·용역·위탁 현황 정보 조회 및 등록/관리","관리대상 현황 – [사업장, 부서] 도급·용역·위탁 현황 정보 조회 및 등록/관리",1,03_관리대상현황과_법의무사항_SCR021-035.md,"030_관리대상 현황 – (사업장, 부서) 도급·용역·위탁 현황 정보 조회 및 등록·관리.png","images/030_관리대상 현황 – (사업장, 부서) 도급·용역·위탁 현황 정보 조회 및 등록·관리.png",2001,1127,1.7755,63735b3fd87f7a1bba4d9aef4b1051feca4da23b51158fe42332425ff2d9d8ce,"관리대상 현황 – (사업장, 부서) 도급·용역·위탁 현황 정보 조회 및 등록/관리",standalone_screen_cut,SCR-029,SCR-031
31,SCR-031,5,관리대상 현황,"관리대상 현황 – (사업장, 부서) 도급·용역·위탁 현황 정보 등록/관리","관리대상 현황 – [사업장, 부서] 도급·용역·위탁 현황 정보 등록/관리",1,03_관리대상현황과_법의무사항_SCR021-035.md,"031_관리대상 현황 – (사업장, 부서) 도급·용역·위탁 현황 정보 등록·관리.png","images/031_관리대상 현황 – (사업장, 부서) 도급·용역·위탁 현황 정보 등록·관리.png",2001,1127,1.7755,6837dc703fc3d3995a6188364543c21fd3086313083148ac78db2f385ec8a893,"관리대상 현황 – (사업장, 부서) 도급·용역·위탁 현황 정보 등록/관리",standalone_screen_cut,SCR-030,SCR-032
32,SCR-032,5,관리대상 현황,"관리대상 현황 – (사업장, 부서) 도급·용역·위탁 현황 유해·위험요인 정보 등록/관리","관리대상 현황 – [사업장, 부서] 도급·용역·위탁 현황 유해·위험요인 정보 등록/관리",1,03_관리대상현황과_법의무사항_SCR021-035.md,"032_관리대상 현황 – (사업장, 부서) 도급·용역·위탁 현황 유해·위험요인 정보 등록·관리.png","images/032_관리대상 현황 – (사업장, 부서) 도급·용역·위탁 현황 유해·위험요인 정보 등록·관리.png",2001,1127,1.7755,07b1da0d21ba070d4fbfb7c5bc1961ab5df1b6417042969ecc3ad5d7502e89f2,"관리대상 현황 – (사업장, 부서) 도급·용역·위탁 현황 유해·위험요인 정보 등록/관리",standalone_screen_cut,SCR-031,SCR-033
33,SCR-033,5,관리대상 현황,"관리대상 현황 – (사업장, 부서) 도급·용역·위탁 현황 관리의무 이행정보 등록/관리","관리대상 현황 – [사업장, 부서] 도급·용역·위탁 현황 관리의무 이행정보 등록/관리",1,03_관리대상현황과_법의무사항_SCR021-035.md,"033_관리대상 현황 – (사업장, 부서) 도급·용역·위탁 현황 관리의무 이행정보 등록·관리.png","images/033_관리대상 현황 – (사업장, 부서) 도급·용역·위탁 현황 관리의무 이행정보 등록·관리.png",2001,1127,1.7755,fb63374fd473a4cf84fe30e9d33a8b0a199c2f96b04715d035220d828da77121,"관리대상 현황 – (사업장, 부서) 도급·용역·위탁 현황 관리의무 이행정보 등록/관리",standalone_screen_cut,SCR-032,SCR-034
34,SCR-034,6,법 의무사항,"법 의무사항 - (사업장, 부서) 중대시민재해 : 관계 법령 관리","법 의무사항 - [사업장, 부서] 중대시민재해 : 관계 법령 관리",1,03_관리대상현황과_법의무사항_SCR021-035.md,"034_법 의무사항 - (사업장, 부서) 중대시민재해 - 관계 법령 관리.png","images/034_법 의무사항 - (사업장, 부서) 중대시민재해 - 관계 법령 관리.png",2001,1127,1.7755,378faabac90e11d0d27b06793a55f643a3bfe58b51fd21cc506f1e1abe614d9d,"법 의무사항 - (사업장, 부서) 중대시민재해 : 관계 법령 관리",same_feature_variant_or_state,SCR-033,SCR-035
35,SCR-035,6,법 의무사항,"법 의무사항 - (사업장, 부서) 중대시민재해 : 관계 법령 관리","법 의무사항 - [사업장, 부서] 중대시민재해 : 관계 법령 관리",1,03_관리대상현황과_법의무사항_SCR021-035.md,"035_법 의무사항 - (사업장, 부서) 중대시민재해 - 관계 법령 관리.png","images/035_법 의무사항 - (사업장, 부서) 중대시민재해 - 관계 법령 관리.png",2001,1127,1.7755,5c44d533b7c5ec1a8f1b02f9c79c1c6d957bf83047946a7d699239a3605f322b,"법 의무사항 - (사업장, 부서) 중대시민재해 : 관계 법령 관리",same_feature_variant_or_state,SCR-034,SCR-036
36,SCR-036,7,의무이행,"의무이행(실적증빙) – (사업장, 부서) 안전·보건 목표 및 경영방침 설정","의무이행(실적증빙) – [사업장, 부서] 안전·보건 목표 및 경영방침 설정",1,04_의무이행_중대산업재해_SCR036-051.md,"036_의무이행(실적증빙) – (사업장, 부서) 안전·보건 목표 및 경영방침 설정.png","images/036_의무이행(실적증빙) – (사업장, 부서) 안전·보건 목표 및 경영방침 설정.png",2001,1127,1.7755,3dccc278ae64124be42db886a7665f087659c9d1ee4eff004f95e73434242349,"의무이행(실적증빙) – (사업장, 부서) 안전·보건 목표 및 경영방침 설정",standalone_screen_cut,SCR-035,SCR-037
37,SCR-037,7,의무이행,"의무이행(실적증빙) – (사업장, 부서) 안전·보건 총괄관리 전담조직 설치","의무이행(실적증빙) – [사업장, 부서] 안전·보건 총괄관리 전담조직 설치",1,04_의무이행_중대산업재해_SCR036-051.md,"037_의무이행(실적증빙) – (사업장, 부서) 안전·보건 총괄관리 전담조직 설치.png","images/037_의무이행(실적증빙) – (사업장, 부서) 안전·보건 총괄관리 전담조직 설치.png",2001,1125,1.7787,b7b2f17bef1681ff3a2912bd7950dc76705b33b74d8932ae1f679fb9852c3fbd,"의무이행(실적증빙) – (사업장, 부서) 안전·보건 총괄관리 전담조직 설치",standalone_screen_cut,SCR-036,SCR-038
38,SCR-038,7,의무이행,"의무이행(실적증빙) – (사업장, 부서) 안전·보건관계자 배치","의무이행(실적증빙) – [사업장, 부서] 안전·보건관계자 배치",1,04_의무이행_중대산업재해_SCR036-051.md,"038_의무이행(실적증빙) – (사업장, 부서) 안전·보건관계자 배치.png","images/038_의무이행(실적증빙) – (사업장, 부서) 안전·보건관계자 배치.png",2001,1127,1.7755,d6d828972e8ff29af165c947c18ea00f0602c21a2d8f82661429023e4126ac0c,"의무이행(실적증빙) – (사업장, 부서) 안전·보건관계자 배치",same_feature_variant_or_state,SCR-037,SCR-039
39,SCR-039,7,의무이행,"의무이행(실적증빙) – (사업장, 부서) 안전·보건관계자 배치","의무이행(실적증빙) – [사업장, 부서] 안전·보건관계자 배치",2,04_의무이행_중대산업재해_SCR036-051.md,"039_의무이행(실적증빙) – (사업장, 부서) 안전·보건관계자 배치.png","images/039_의무이행(실적증빙) – (사업장, 부서) 안전·보건관계자 배치.png",2001,1127,1.7755,111a08c8f33124f7c2e93b551cad37f2fb1a74ba41df8380dfb980fb330bef1a,"의무이행(실적증빙) – (사업장, 부서) 안전·보건관계자 배치",same_screen_continuation_or_state,SCR-038,SCR-040
40,SCR-040,7,의무이행,"의무이행(실적증빙) – (사업장, 부서) 유해·위험요인 확인 및 개선절차 마련(위험성 평가)","의무이행(실적증빙) – [사업장, 부서] 유해·위험요인 확인 및 개선절차 마련(위험성 평가)",1,04_의무이행_중대산업재해_SCR036-051.md,"040_의무이행(실적증빙) – (사업장, 부서) 유해·위험요인 확인 및 개선절차 마련(위험성 평가).png","images/040_의무이행(실적증빙) – (사업장, 부서) 유해·위험요인 확인 및 개선절차 마련(위험성 평가).png",2001,1127,1.7755,d53daab839142996fc82f903c42562c496348691c0a68d21050314ddb4d0abf4,"의무이행(실적증빙) – (사업장, 부서) 유해·위험요인 확인 및 개선절차 마련(위험성 평가)",same_feature_variant_or_state,SCR-039,SCR-041
41,SCR-041,7,의무이행,"의무이행(실적증빙) – (사업장, 부서) 유해·위험요인 확인 및 개선절차 마련(위험성 평가)","의무이행(실적증빙) – [사업장, 부서] 유해·위험요인 확인 및 개선절차 마련(위험성 평가)",2,04_의무이행_중대산업재해_SCR036-051.md,"041_의무이행(실적증빙) – (사업장, 부서) 유해·위험요인 확인 및 개선절차 마련(위험성 평가).png","images/041_의무이행(실적증빙) – (사업장, 부서) 유해·위험요인 확인 및 개선절차 마련(위험성 평가).png",2001,1127,1.7755,e11c248b3afb275dad9dc63ad82dc6c2572095bd2e4ed9ccba892e04a5d3bbd9,"의무이행(실적증빙) – (사업장, 부서) 유해·위험요인 확인 및 개선절차 마련(위험성 평가)",same_screen_continuation_or_state,SCR-040,SCR-042
42,SCR-042,7,의무이행,"의무이행(실적증빙) – (사업장, 부서) 안전예산 편성·집행","의무이행(실적증빙) – [사업장, 부서] 안전예산 편성·집행",1,04_의무이행_중대산업재해_SCR036-051.md,"042_의무이행(실적증빙) – (사업장, 부서) 안전예산 편성·집행.png","images/042_의무이행(실적증빙) – (사업장, 부서) 안전예산 편성·집행.png",2001,1127,1.7755,37ef2d8f13000e69f8b8e07d85f7e75618deec9df665558c8f6eb8af72ac7ff4,"의무이행(실적증빙) – (사업장, 부서) 안전예산 편성·집행",same_feature_variant_or_state,SCR-041,SCR-043
